Driver,Team,LapTime,Year,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,DriverPoints,TeamPoints,DriverAvgQualiPos,TeamAvgQualiPos,IsStreetCircuit,F1Era,CircuitCorners,TrackAirDiff,IsHighHumidity,DriverQualiPace,DriverSeasons,CircuitLength,TeamPointsContribution,Event,CircuitId,CarEngine
ALB,Williams,80.135,2022,23.8,55.0,1017.5,False,31.3,0.0,0.0,15.5,17.5,True,GroundEffect,14,7.5,False,2.0,2,5.278,0.5,Q1,albert_park,Mercedes
ALB,Williams,80.212,2022,23.8,56.0,1017.5,False,31.1,0.0,0.0,15.5,17.5,True,GroundEffect,14,7.3,False,2.0,2,5.278,0.5,Q1,albert_park,Mercedes
MAG,Haas F1 Team,81.243,2022,23.8,54.0,1017.5,False,31.5,12.0,12.0,8.5,10.75,True,GroundEffect,14,7.7,False,2.25,7,5.278,1.0,Q1,albert_park,Ferrari
MAG,Haas F1 Team,80.548,2022,23.8,54.0,1017.5,False,31.3,12.0,12.0,8.5,10.75,True,GroundEffect,14,7.5,False,2.25,7,5.278,1.0,Q1,albert_park,Ferrari
MAG,Haas F1 Team,80.254,2022,23.8,54.0,1017.5,False,31.0,12.0,12.0,8.5,10.75,True,GroundEffect,14,7.2,False,2.25,7,5.278,1.0,Q1,albert_park,Ferrari
MAG,Haas F1 Team,80.299,2022,23.9,54.0,1017.5,False,30.8,12.0,12.0,8.5,10.75,True,GroundEffect,14,6.9,False,2.25,7,5.278,1.0,Q1,albert_park,Ferrari
VET,Aston Martin,81.149,2022,23.8,54.0,1017.5,False,30.5,0.0,0.0,0.0,17.25,True,GroundEffect,14,6.7,False,0.0,15,5.278,0.5,Q1,albert_park,Mercedes
LEC,Ferrari,78.606,2022,23.0,58.0,1017.2,False,29.0,45.0,78.0,1.5,2.25,True,GroundEffect,14,6.0,False,0.75,4,5.278,0.58,Q2,albert_park,Ferrari
VER,Red Bull Racing,79.866,2022,23.3,58.0,1017.2,False,29.3,25.0,37.0,3.0,2.75,True,GroundEffect,14,6.0,False,-0.25,7,5.278,0.68,Q2,albert_park,Honda RBPT
VER,Red Bull Racing,78.762,2022,23.0,60.0,1017.4,False,27.4,25.0,37.0,3.0,2.75,True,GroundEffect,14,4.4,False,-0.25,7,5.278,0.68,Q2,albert_park,Honda RBPT
PER,Red Bull Racing,78.34,2022,22.9,61.0,1017.2,False,26.9,12.0,37.0,2.5,2.75,True,GroundEffect,14,4.0,False,0.25,11,5.278,0.32,Q2,albert_park,Honda RBPT
NOR,McLaren,79.215,2022,22.5,61.0,1017.2,False,27.0,6.0,6.0,12.0,13.5,True,GroundEffect,14,4.5,False,1.5,3,5.278,1.0,Q2,albert_park,Mercedes
NOR,McLaren,79.066,2022,22.5,61.0,1017.2,False,26.8,6.0,6.0,12.0,13.5,True,GroundEffect,14,4.3,False,1.5,3,5.278,1.0,Q2,albert_park,Mercedes
HAM,Mercedes,79.211,2022,22.5,61.0,1017.2,False,26.9,16.0,38.0,10.5,9.0,True,GroundEffect,14,4.4,False,-1.5,15,5.278,0.42,Q2,albert_park,Mercedes
HAM,Mercedes,79.316,2022,22.5,62.0,1017.2,False,26.9,16.0,38.0,10.5,9.0,True,GroundEffect,14,4.4,False,-1.5,15,5.278,0.42,Q2,albert_park,Mercedes
HAM,Mercedes,79.106,2022,22.5,62.0,1017.2,False,26.9,16.0,38.0,10.5,9.0,True,GroundEffect,14,4.4,False,-1.5,15,5.278,0.42,Q2,albert_park,Mercedes
RUS,Mercedes,79.076,2022,23.8,55.0,1017.5,False,31.4,22.0,38.0,7.5,9.0,True,GroundEffect,14,7.6,False,1.5,3,5.278,0.58,Q2,albert_park,Mercedes
RUS,Mercedes,82.378,2022,23.8,55.0,1017.5,False,31.3,22.0,38.0,7.5,9.0,True,GroundEffect,14,7.5,False,1.5,3,5.278,0.58,Q2,albert_park,Mercedes
RIC,McLaren,79.13,2022,23.8,54.0,1017.5,False,31.5,0.0,6.0,15.0,13.5,True,GroundEffect,14,7.7,False,-1.5,11,5.278,0.0,Q2,albert_park,Mercedes
OCO,Alpine,79.417,2022,23.8,54.0,1017.5,False,31.0,14.0,16.0,8.0,7.75,True,GroundEffect,14,7.2,False,-0.25,6,5.278,0.88,Q2,albert_park,Renault
OCO,Alpine,79.136,2022,22.9,59.0,1017.2,False,28.9,14.0,16.0,8.0,7.75,True,GroundEffect,14,6.0,False,-0.25,6,5.278,0.88,Q2,albert_park,Renault
SAI,Ferrari,78.739,2022,23.2,58.0,1017.2,False,29.0,33.0,78.0,3.0,2.25,True,GroundEffect,14,5.8,False,-0.75,7,5.278,0.42,Q2,albert_park,Ferrari
SAI,Ferrari,78.469,2022,23.3,58.0,1017.2,False,29.3,33.0,78.0,3.0,2.25,True,GroundEffect,14,6.0,False,-0.75,7,5.278,0.42,Q2,albert_park,Ferrari
ALO,Alpine,79.741,2022,23.2,60.0,1017.2,False,28.1,2.0,16.0,7.5,7.75,True,GroundEffect,14,4.9,False,0.25,18,5.278,0.12,Q2,albert_park,Renault
GAS,AlphaTauri,79.794,2022,23.1,59.0,1017.2,False,28.4,4.0,8.0,9.5,13.75,True,GroundEffect,14,5.3,False,4.25,5,5.278,0.5,Q2,albert_park,Honda RBPT
BOT,Alfa Romeo,79.469,2022,22.9,61.0,1017.2,False,26.9,8.0,9.0,7.0,10.5,True,GroundEffect,14,4.0,False,3.5,9,5.278,0.89,Q2,albert_park,Ferrari
BOT,Alfa Romeo,79.914,2022,22.8,61.0,1017.4,False,27.1,8.0,9.0,7.0,10.5,True,GroundEffect,14,4.3,False,3.5,9,5.278,0.89,Q2,albert_park,Ferrari
TSU,AlphaTauri,79.424,2022,22.5,61.0,1017.2,False,26.9,4.0,8.0,18.0,13.75,True,GroundEffect,14,4.4,False,-4.25,1,5.278,0.5,Q2,albert_park,Honda RBPT
ZHO,Alfa Romeo,80.438,2022,22.5,62.0,1017.2,False,26.9,1.0,9.0,14.0,10.5,True,GroundEffect,14,4.4,False,-3.5,0,5.278,0.11,Q2,albert_park,Ferrari
ZHO,Alfa Romeo,80.155,2022,22.5,62.0,1017.2,False,26.9,1.0,9.0,14.0,10.5,True,GroundEffect,14,4.4,False,-3.5,0,5.278,0.11,Q2,albert_park,Ferrari
MSC,Haas F1 Team,80.585,2022,23.8,54.0,1017.5,False,31.5,0.0,12.0,13.0,10.75,True,GroundEffect,14,7.7,False,-2.25,1,5.278,0.0,Q2,albert_park,Ferrari
MSC,Haas F1 Team,80.465,2022,23.8,54.0,1017.5,False,31.0,0.0,12.0,13.0,10.75,True,GroundEffect,14,7.2,False,-2.25,1,5.278,0.0,Q2,albert_park,Ferrari
LEC,Ferrari,77.868,2022,23.8,54.0,1017.5,False,30.7,45.0,78.0,1.5,2.25,True,GroundEffect,14,6.9,False,0.75,4,5.278,0.58,Q3,albert_park,Ferrari
VER,Red Bull Racing,78.399,2022,23.8,54.0,1017.5,False,30.5,25.0,37.0,3.0,2.75,True,GroundEffect,14,6.7,False,-0.25,7,5.278,0.68,Q3,albert_park,Honda RBPT
VER,Red Bull Racing,78.154,2022,23.7,54.0,1017.5,False,30.2,25.0,37.0,3.0,2.75,True,GroundEffect,14,6.5,False,-0.25,7,5.278,0.68,Q3,albert_park,Honda RBPT
PER,Red Bull Racing,78.398,2022,23.1,57.0,1017.4,False,29.2,12.0,37.0,2.5,2.75,True,GroundEffect,14,6.1,False,0.25,11,5.278,0.32,Q3,albert_park,Honda RBPT
PER,Red Bull Racing,78.24,2022,23.1,58.0,1017.4,False,29.1,12.0,37.0,2.5,2.75,True,GroundEffect,14,6.0,False,0.25,11,5.278,0.32,Q3,albert_park,Honda RBPT
PER,Red Bull Racing,78.323,2022,22.9,59.0,1017.4,False,28.9,12.0,37.0,2.5,2.75,True,GroundEffect,14,6.0,False,0.25,11,5.278,0.32,Q3,albert_park,Honda RBPT
NOR,McLaren,79.092,2022,23.0,59.0,1017.4,False,29.0,6.0,6.0,12.0,13.5,True,GroundEffect,14,6.0,False,1.5,3,5.278,1.0,Q3,albert_park,Mercedes
NOR,McLaren,78.703,2022,23.0,58.0,1017.2,False,29.0,6.0,6.0,12.0,13.5,True,GroundEffect,14,6.0,False,1.5,3,5.278,1.0,Q3,albert_park,Mercedes
HAM,Mercedes,79.294,2022,23.2,59.0,1017.2,False,29.1,16.0,38.0,10.5,9.0,True,GroundEffect,14,5.9,False,-1.5,15,5.278,0.42,Q3,albert_park,Mercedes
HAM,Mercedes,79.046,2022,23.3,58.0,1017.2,False,29.3,16.0,38.0,10.5,9.0,True,GroundEffect,14,6.0,False,-1.5,15,5.278,0.42,Q3,albert_park,Mercedes
HAM,Mercedes,78.825,2022,23.4,57.0,1017.2,False,29.3,16.0,38.0,10.5,9.0,True,GroundEffect,14,5.9,False,-1.5,15,5.278,0.42,Q3,albert_park,Mercedes
RUS,Mercedes,79.004,2022,23.2,59.0,1017.2,False,28.2,22.0,38.0,7.5,9.0,True,GroundEffect,14,5.0,False,1.5,3,5.278,0.58,Q3,albert_park,Mercedes
RUS,Mercedes,78.933,2022,23.1,60.0,1017.2,False,28.1,22.0,38.0,7.5,9.0,True,GroundEffect,14,5.0,False,1.5,3,5.278,0.58,Q3,albert_park,Mercedes
RIC,McLaren,79.032,2022,23.0,60.0,1017.2,False,28.4,0.0,6.0,15.0,13.5,True,GroundEffect,14,5.4,False,-1.5,11,5.278,0.0,Q3,albert_park,Mercedes
RIC,McLaren,79.942,2022,23.1,59.0,1017.2,False,28.4,0.0,6.0,15.0,13.5,True,GroundEffect,14,5.3,False,-1.5,11,5.278,0.0,Q3,albert_park,Mercedes
OCO,Alpine,79.087,2022,23.0,60.0,1017.4,False,27.4,14.0,16.0,8.0,7.75,True,GroundEffect,14,4.4,False,-0.25,6,5.278,0.88,Q3,albert_park,Renault
OCO,Alpine,79.061,2022,22.9,60.0,1017.2,False,27.3,14.0,16.0,8.0,7.75,True,GroundEffect,14,4.4,False,-0.25,6,5.278,0.88,Q3,albert_park,Renault
SAI,Ferrari,79.408,2022,22.9,61.0,1017.2,False,26.9,33.0,78.0,3.0,2.25,True,GroundEffect,14,4.0,False,-0.75,7,5.278,0.42,Q3,albert_park,Ferrari
VER,Red Bull Racing,78.063,2023,14.9,55.0,1019.0,False,22.1,44.0,87.0,8.0,4.75,True,GroundEffect,14,7.2,False,-3.25,8,5.278,0.51,Q1,albert_park,Honda RBPT
VER,Red Bull Racing,77.469,2023,14.9,55.0,1018.9,False,22.2,44.0,87.0,8.0,4.75,True,GroundEffect,14,7.3,False,-3.25,8,5.278,0.51,Q1,albert_park,Honda RBPT
VER,Red Bull Racing,77.384,2023,15.1,52.0,1018.7,False,22.9,44.0,87.0,8.0,4.75,True,GroundEffect,14,7.8,False,-3.25,8,5.278,0.51,Q1,albert_park,Honda RBPT
RUS,Mercedes,79.036,2023,15.2,52.0,1019.0,False,22.9,18.0,38.0,5.0,6.25,True,GroundEffect,14,7.7,False,1.25,4,5.278,0.47,Q1,albert_park,Mercedes
RUS,Mercedes,78.091,2023,15.3,52.0,1018.9,False,23.1,18.0,38.0,5.0,6.25,True,GroundEffect,14,7.8,False,1.25,4,5.278,0.47,Q1,albert_park,Mercedes
RUS,Mercedes,77.871,2023,15.4,50.0,1018.7,False,23.5,18.0,38.0,5.0,6.25,True,GroundEffect,14,8.1,False,1.25,4,5.278,0.47,Q1,albert_park,Mercedes
RUS,Mercedes,77.654,2023,15.4,49.0,1018.9,False,23.6,18.0,38.0,5.0,6.25,True,GroundEffect,14,8.2,False,1.25,4,5.278,0.47,Q1,albert_park,Mercedes
HAM,Mercedes,78.689,2023,15.5,48.0,1018.7,False,23.7,20.0,38.0,7.5,6.25,True,GroundEffect,14,8.2,False,-1.25,16,5.278,0.53,Q1,albert_park,Mercedes
HAM,Mercedes,78.169,2023,15.5,47.0,1018.7,False,23.5,20.0,38.0,7.5,6.25,True,GroundEffect,14,8.0,False,-1.25,16,5.278,0.53,Q1,albert_park,Mercedes
HAM,Mercedes,77.689,2023,15.6,50.0,1018.9,False,23.7,20.0,38.0,7.5,6.25,True,GroundEffect,14,8.1,False,-1.25,16,5.278,0.53,Q1,albert_park,Mercedes
ALO,Aston Martin,79.077,2023,15.5,49.0,1019.0,False,23.7,30.0,38.0,4.0,5.5,True,GroundEffect,14,8.2,False,1.5,19,5.278,0.79,Q1,albert_park,Mercedes
ALO,Aston Martin,77.832,2023,15.6,51.0,1018.9,False,23.7,30.0,38.0,4.0,5.5,True,GroundEffect,14,8.1,False,1.5,19,5.278,0.79,Q1,albert_park,Mercedes
ALO,Aston Martin,81.129,2023,15.7,51.0,1018.9,False,23.7,30.0,38.0,4.0,5.5,True,GroundEffect,14,8.0,False,1.5,19,5.278,0.79,Q1,albert_park,Mercedes
SAI,Ferrari,78.347,2023,15.7,52.0,1019.0,False,24.2,20.0,26.0,4.5,3.5,True,GroundEffect,14,8.5,False,-1.0,8,5.278,0.77,Q1,albert_park,Ferrari
SAI,Ferrari,78.017,2023,15.6,53.0,1019.0,False,24.0,20.0,26.0,4.5,3.5,True,GroundEffect,14,8.4,False,-1.0,8,5.278,0.77,Q1,albert_park,Ferrari
SAI,Ferrari,77.928,2023,15.6,52.0,1018.9,False,24.0,20.0,26.0,4.5,3.5,True,GroundEffect,14,8.4,False,-1.0,8,5.278,0.77,Q1,albert_park,Ferrari
STR,Aston Martin,78.519,2023,15.5,52.0,1019.0,False,23.6,8.0,38.0,7.0,5.5,True,GroundEffect,14,8.1,False,-1.5,6,5.278,0.21,Q1,albert_park,Mercedes
STR,Aston Martin,78.088,2023,15.4,52.0,1019.0,False,23.3,8.0,38.0,7.0,5.5,True,GroundEffect,14,7.9,False,-1.5,6,5.278,0.21,Q1,albert_park,Mercedes
STR,Aston Martin,78.06,2023,15.4,50.0,1018.9,False,23.3,8.0,38.0,7.0,5.5,True,GroundEffect,14,7.9,False,-1.5,6,5.278,0.21,Q1,albert_park,Mercedes
STR,Aston Martin,77.873,2023,15.4,50.0,1018.9,False,23.2,8.0,38.0,7.0,5.5,True,GroundEffect,14,7.8,False,-1.5,6,5.278,0.21,Q1,albert_park,Mercedes
LEC,Ferrari,78.815,2023,15.3,52.0,1018.9,False,22.9,6.0,26.0,2.5,3.5,True,GroundEffect,14,7.6,False,1.0,5,5.278,0.23,Q1,albert_park,Ferrari
LEC,Ferrari,78.218,2023,15.3,52.0,1019.0,False,22.6,6.0,26.0,2.5,3.5,True,GroundEffect,14,7.3,False,1.0,5,5.278,0.23,Q1,albert_park,Ferrari
ALB,Williams,78.944,2023,15.3,52.0,1019.0,False,22.5,1.0,1.0,16.0,17.0,True,GroundEffect,14,7.2,False,1.0,4,5.278,1.0,Q1,albert_park,Mercedes
ALB,Williams,78.143,2023,15.3,52.0,1019.0,False,22.5,1.0,1.0,16.0,17.0,True,GroundEffect,14,7.2,False,1.0,4,5.278,1.0,Q1,albert_park,Mercedes
ALB,Williams,77.962,2023,14.9,55.0,1019.0,False,22.1,1.0,1.0,16.0,17.0,True,GroundEffect,14,7.2,False,1.0,4,5.278,1.0,Q1,albert_park,Mercedes
ALB,Williams,78.076,2023,14.9,54.0,1019.0,False,22.3,1.0,1.0,16.0,17.0,True,GroundEffect,14,7.4,False,1.0,4,5.278,1.0,Q1,albert_park,Mercedes
GAS,Alpine,78.702,2023,15.2,52.0,1019.0,False,22.9,4.0,8.0,15.0,11.5,True,GroundEffect,14,7.7,False,-3.5,6,5.278,0.5,Q1,albert_park,Renault
GAS,Alpine,78.538,2023,15.2,53.0,1018.9,False,23.0,4.0,8.0,15.0,11.5,True,GroundEffect,14,7.8,False,-3.5,6,5.278,0.5,Q1,albert_park,Renault
GAS,Alpine,78.312,2023,15.3,52.0,1018.9,False,23.1,4.0,8.0,15.0,11.5,True,GroundEffect,14,7.8,False,-3.5,6,5.278,0.5,Q1,albert_park,Renault
HUL,Haas F1 Team,78.034,2023,15.4,49.0,1018.9,False,23.6,0.0,1.0,10.5,12.75,True,GroundEffect,14,8.2,False,2.25,10,5.278,0.0,Q1,albert_park,Ferrari
HUL,Haas F1 Team,78.029,2023,15.5,48.0,1018.7,False,23.7,0.0,1.0,10.5,12.75,True,GroundEffect,14,8.2,False,2.25,10,5.278,0.0,Q1,albert_park,Ferrari
OCO,Alpine,78.645,2023,15.5,47.0,1018.7,False,23.5,4.0,8.0,8.0,11.5,True,GroundEffect,14,8.0,False,3.5,7,5.278,0.5,Q1,albert_park,Renault
OCO,Alpine,78.115,2023,15.7,47.0,1018.9,False,23.9,4.0,8.0,8.0,11.5,True,GroundEffect,14,8.2,False,3.5,7,5.278,0.5,Q1,albert_park,Renault
OCO,Alpine,77.77,2023,15.7,46.0,1018.7,False,24.3,4.0,8.0,8.0,11.5,True,GroundEffect,14,8.6,False,3.5,7,5.278,0.5,Q1,albert_park,Renault
TSU,AlphaTauri,78.799,2023,15.6,51.0,1018.9,False,23.7,0.0,0.0,15.0,16.75,True,GroundEffect,14,8.1,False,1.75,2,5.278,0.5,Q1,albert_park,Honda RBPT
TSU,AlphaTauri,78.471,2023,15.7,51.0,1018.9,False,23.7,0.0,0.0,15.0,16.75,True,GroundEffect,14,8.0,False,1.75,2,5.278,0.5,Q1,albert_park,Honda RBPT
TSU,AlphaTauri,78.578,2023,15.6,52.0,1018.9,False,23.7,0.0,0.0,15.0,16.75,True,GroundEffect,14,8.1,False,1.75,2,5.278,0.5,Q1,albert_park,Honda RBPT
NOR,McLaren,79.566,2023,15.7,51.0,1019.0,False,24.0,0.0,0.0,15.0,14.25,True,GroundEffect,14,8.3,False,-0.75,4,5.278,0.5,Q1,albert_park,Mercedes
NOR,McLaren,78.632,2023,15.6,52.0,1018.7,False,24.0,0.0,0.0,15.0,14.25,True,GroundEffect,14,8.4,False,-0.75,4,5.278,0.5,Q1,albert_park,Mercedes
NOR,McLaren,78.308,2023,15.6,52.0,1019.0,False,24.0,0.0,0.0,15.0,14.25,True,GroundEffect,14,8.4,False,-0.75,4,5.278,0.5,Q1,albert_park,Mercedes
NOR,McLaren,78.243,2023,15.6,53.0,1019.0,False,24.0,0.0,0.0,15.0,14.25,True,GroundEffect,14,8.4,False,-0.75,4,5.278,0.5,Q1,albert_park,Mercedes
MAG,Haas F1 Team,79.392,2023,15.6,50.0,1018.9,False,23.9,1.0,1.0,15.0,12.75,True,GroundEffect,14,8.3,False,-2.25,8,5.278,1.0,Q1,albert_park,Ferrari
MAG,Haas F1 Team,78.277,2023,15.6,51.0,1019.0,False,23.9,1.0,1.0,15.0,12.75,True,GroundEffect,14,8.3,False,-2.25,8,5.278,1.0,Q1,albert_park,Ferrari
MAG,Haas F1 Team,78.159,2023,15.4,52.0,1019.0,False,23.3,1.0,1.0,15.0,12.75,True,GroundEffect,14,7.9,False,-2.25,8,5.278,1.0,Q1,albert_park,Ferrari
DEV,AlphaTauri,78.752,2023,15.4,50.0,1018.9,False,23.3,0.0,0.0,18.5,16.75,True,GroundEffect,14,7.9,False,-1.75,0,5.278,0.5,Q1,albert_park,Honda RBPT
DEV,AlphaTauri,78.45,2023,15.4,50.0,1018.9,False,23.2,0.0,0.0,18.5,16.75,True,GroundEffect,14,7.8,False,-1.75,0,5.278,0.5,Q1,albert_park,Honda RBPT
DEV,AlphaTauri,79.096,2023,15.4,51.0,1019.0,False,22.8,0.0,0.0,18.5,16.75,True,GroundEffect,14,7.4,False,-1.75,0,5.278,0.5,Q1,albert_park,Honda RBPT
PIA,McLaren,79.203,2023,15.3,52.0,1019.0,False,22.5,0.0,0.0,13.5,14.25,True,GroundEffect,14,7.2,False,0.75,0,5.278,0.5,Q1,albert_park,Mercedes
PIA,McLaren,78.702,2023,15.3,53.0,1019.0,False,22.4,0.0,0.0,13.5,14.25,True,GroundEffect,14,7.1,False,0.75,0,5.278,0.5,Q1,albert_park,Mercedes
PIA,McLaren,78.517,2023,14.9,55.0,1019.0,False,22.1,0.0,0.0,13.5,14.25,True,GroundEffect,14,7.2,False,0.75,0,5.278,0.5,Q1,albert_park,Mercedes
ZHO,Alfa Romeo,79.958,2023,14.9,54.0,1019.0,False,22.3,0.0,4.0,12.5,12.75,True,GroundEffect,14,7.4,False,0.25,1,5.278,0.0,Q1,albert_park,Ferrari
ZHO,Alfa Romeo,78.767,2023,15.2,52.0,1019.0,False,22.9,0.0,4.0,12.5,12.75,True,GroundEffect,14,7.7,False,0.25,1,5.278,0.0,Q1,albert_park,Ferrari
ZHO,Alfa Romeo,78.54,2023,15.2,53.0,1018.9,False,23.0,0.0,4.0,12.5,12.75,True,GroundEffect,14,7.8,False,0.25,1,5.278,0.0,Q1,albert_park,Ferrari
ZHO,Alfa Romeo,78.676,2023,15.3,52.0,1018.9,False,23.1,0.0,4.0,12.5,12.75,True,GroundEffect,14,7.8,False,0.25,1,5.278,0.0,Q1,albert_park,Ferrari
SAR,Williams,78.891,2023,15.4,50.0,1018.7,False,23.5,0.0,1.0,18.0,17.0,True,GroundEffect,14,8.1,False,-1.0,0,5.278,0.0,Q1,albert_park,Mercedes
SAR,Williams,78.557,2023,15.4,49.0,1018.9,False,23.6,0.0,1.0,18.0,17.0,True,GroundEffect,14,8.2,False,-1.0,0,5.278,0.0,Q1,albert_park,Mercedes
SAR,Williams,78.582,2023,15.5,48.0,1018.7,False,23.7,0.0,1.0,18.0,17.0,True,GroundEffect,14,8.2,False,-1.0,0,5.278,0.0,Q1,albert_park,Mercedes
BOT,Alfa Romeo,80.577,2023,15.5,47.0,1018.7,False,23.5,4.0,4.0,13.0,12.75,True,GroundEffect,14,8.0,False,-0.25,10,5.278,1.0,Q1,albert_park,Ferrari
BOT,Alfa Romeo,79.053,2023,15.7,47.0,1018.9,False,23.9,4.0,4.0,13.0,12.75,True,GroundEffect,14,8.2,False,-0.25,10,5.278,1.0,Q1,albert_park,Ferrari
BOT,Alfa Romeo,78.84,2023,15.5,49.0,1019.0,False,23.7,4.0,4.0,13.0,12.75,True,GroundEffect,14,8.2,False,-0.25,10,5.278,1.0,Q1,albert_park,Ferrari
BOT,Alfa Romeo,78.714,2023,15.6,51.0,1018.9,False,23.7,4.0,4.0,13.0,12.75,True,GroundEffect,14,8.1,False,-0.25,10,5.278,1.0,Q1,albert_park,Ferrari
VER,Red Bull Racing,77.219,2023,15.7,51.0,1018.9,False,23.7,44.0,87.0,8.0,4.75,True,GroundEffect,14,8.0,False,-3.25,8,5.278,0.51,Q2,albert_park,Honda RBPT
VER,Red Bull Racing,77.056,2023,15.6,52.0,1018.9,False,23.7,44.0,87.0,8.0,4.75,True,GroundEffect,14,8.1,False,-3.25,8,5.278,0.51,Q2,albert_park,Honda RBPT
RUS,Mercedes,78.139,2023,15.7,51.0,1019.0,False,24.0,18.0,38.0,5.0,6.25,True,GroundEffect,14,8.3,False,1.25,4,5.278,0.47,Q2,albert_park,Mercedes
RUS,Mercedes,77.607,2023,15.6,52.0,1018.7,False,24.0,18.0,38.0,5.0,6.25,True,GroundEffect,14,8.4,False,1.25,4,5.278,0.47,Q2,albert_park,Mercedes
RUS,Mercedes,77.513,2023,15.6,52.0,1019.0,False,24.0,18.0,38.0,5.0,6.25,True,GroundEffect,14,8.4,False,1.25,4,5.278,0.47,Q2,albert_park,Mercedes
HAM,Mercedes,77.756,2023,15.6,52.0,1018.9,False,24.0,20.0,38.0,7.5,6.25,True,GroundEffect,14,8.4,False,-1.25,16,5.278,0.53,Q2,albert_park,Mercedes
HAM,Mercedes,77.828,2023,15.6,50.0,1018.9,False,23.9,20.0,38.0,7.5,6.25,True,GroundEffect,14,8.3,False,-1.25,16,5.278,0.53,Q2,albert_park,Mercedes
HAM,Mercedes,77.762,2023,15.6,51.0,1019.0,False,23.9,20.0,38.0,7.5,6.25,True,GroundEffect,14,8.3,False,-1.25,16,5.278,0.53,Q2,albert_park,Mercedes
HAM,Mercedes,77.551,2023,15.4,52.0,1019.0,False,23.3,20.0,38.0,7.5,6.25,True,GroundEffect,14,7.9,False,-1.25,16,5.278,0.53,Q2,albert_park,Mercedes
ALO,Aston Martin,77.681,2023,15.3,51.0,1019.0,False,23.3,30.0,38.0,4.0,5.5,True,GroundEffect,14,8.0,False,1.5,19,5.278,0.79,Q2,albert_park,Mercedes
ALO,Aston Martin,77.283,2023,15.4,50.0,1018.9,False,23.3,30.0,38.0,4.0,5.5,True,GroundEffect,14,7.9,False,1.5,19,5.278,0.79,Q2,albert_park,Mercedes
ALO,Aston Martin,77.79,2023,15.4,51.0,1019.0,False,23.1,30.0,38.0,4.0,5.5,True,GroundEffect,14,7.7,False,1.5,19,5.278,0.79,Q2,albert_park,Mercedes
SAI,Ferrari,77.676,2023,15.3,52.0,1019.0,False,22.6,20.0,26.0,4.5,3.5,True,GroundEffect,14,7.3,False,-1.0,8,5.278,0.77,Q2,albert_park,Ferrari
SAI,Ferrari,77.349,2023,15.3,52.0,1019.0,False,22.5,20.0,26.0,4.5,3.5,True,GroundEffect,14,7.2,False,-1.0,8,5.278,0.77,Q2,albert_park,Ferrari
STR,Aston Martin,77.67,2023,14.9,55.0,1019.0,False,22.1,8.0,38.0,7.0,5.5,True,GroundEffect,14,7.2,False,-1.5,6,5.278,0.21,Q2,albert_park,Mercedes
LEC,Ferrari,77.39,2023,15.1,52.0,1018.7,False,22.9,6.0,26.0,2.5,3.5,True,GroundEffect,14,7.8,False,1.0,5,5.278,0.23,Q2,albert_park,Ferrari
ALB,Williams,78.225,2023,15.2,52.0,1019.0,False,22.9,1.0,1.0,16.0,17.0,True,GroundEffect,14,7.7,False,1.0,4,5.278,1.0,Q2,albert_park,Mercedes
ALB,Williams,77.761,2023,15.3,52.0,1018.9,False,23.1,1.0,1.0,16.0,17.0,True,GroundEffect,14,7.8,False,1.0,4,5.278,1.0,Q2,albert_park,Mercedes
GAS,Alpine,78.548,2023,15.3,51.0,1018.7,False,23.2,4.0,8.0,15.0,11.5,True,GroundEffect,14,7.9,False,-3.5,6,5.278,0.5,Q2,albert_park,Renault
GAS,Alpine,77.787,2023,15.4,49.0,1018.9,False,23.6,4.0,8.0,15.0,11.5,True,GroundEffect,14,8.2,False,-3.5,6,5.278,0.5,Q2,albert_park,Renault
GAS,Alpine,77.574,2023,15.4,49.0,1018.9,False,23.7,4.0,8.0,15.0,11.5,True,GroundEffect,14,8.3,False,-3.5,6,5.278,0.5,Q2,albert_park,Renault
HUL,Haas F1 Team,77.663,2023,15.5,47.0,1018.7,False,23.5,0.0,1.0,10.5,12.75,True,GroundEffect,14,8.0,False,2.25,10,5.278,0.0,Q2,albert_park,Ferrari
HUL,Haas F1 Team,77.412,2023,15.7,47.0,1018.9,False,23.9,0.0,1.0,10.5,12.75,True,GroundEffect,14,8.2,False,2.25,10,5.278,0.0,Q2,albert_park,Ferrari
OCO,Alpine,78.082,2023,15.7,46.0,1018.7,False,24.3,4.0,8.0,8.0,11.5,True,GroundEffect,14,8.6,False,3.5,7,5.278,0.5,Q2,albert_park,Renault
OCO,Alpine,77.768,2023,15.6,50.0,1018.9,False,23.7,4.0,8.0,8.0,11.5,True,GroundEffect,14,8.1,False,3.5,7,5.278,0.5,Q2,albert_park,Renault
OCO,Alpine,77.866,2023,15.5,49.0,1019.0,False,23.7,4.0,8.0,8.0,11.5,True,GroundEffect,14,8.2,False,3.5,7,5.278,0.5,Q2,albert_park,Renault
TSU,AlphaTauri,79.019,2023,15.5,50.0,1018.9,False,23.7,0.0,0.0,15.0,16.75,True,GroundEffect,14,8.2,False,1.75,2,5.278,0.5,Q2,albert_park,Honda RBPT
TSU,AlphaTauri,78.533,2023,15.7,51.0,1018.9,False,23.7,0.0,0.0,15.0,16.75,True,GroundEffect,14,8.0,False,1.75,2,5.278,0.5,Q2,albert_park,Honda RBPT
